etape,id_batiment,type_batiment,is_uninhabited,prises,cost_before,time_before,cat_score,score,score_parts_cpp_n,score_parts_tpp_n,score_parts_p_n,score_parts_c_n,score_penalty,infrastructures,repaired_infras,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,cost_cum,time_cum,prises_cum,note
224,E000061,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000015', 'P000020', 'P000075', 'P000160', 'P000348', 'P007111', 'P007295', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1292,
225,E000063,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000020', 'P000160', 'P000192', 'P000236', 'P000348', 'P007111', 'P007121', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1295,
226,E000064,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000020', 'P000160', 'P000192', 'P000236', 'P000348', 'P007111', 'P007369', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1298,
227,E000070,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000020', 'P000160', 'P000306', 'P000348', 'P007111', 'P007216', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1301,
228,E000073,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000160', 'P000209', 'P000308', 'P000347', 'P007111', 'P007126', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1304,
229,E000076,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007189', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1307,
230,E000092,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000078', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007334', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1310,
231,E000093,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000078', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007273', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1313,
232,E000118,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007291', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1316,
233,E000147,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007817', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1319,
234,E000149,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000230', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007125', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1322,
235,E000164,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007299', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1325,
236,E000187,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000372', 'P000394', 'P007111', 'P007278', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1328,
237,E000196,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007169', 'P007982', 'P008001']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1331,
238,E000219,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007176', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1334,
239,E000244,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007136', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1337,
240,E000247,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007159', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1340,
241,E000254,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000260', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007281', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1343,
242,E000261,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007302', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1346,
243,E000262,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007149', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1349,
244,E000265,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007185', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1352,
245,E000292,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007375', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1355,
246,E000335,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007213', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1358,
247,E000336,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007294', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1361,
248,E000349,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000388', 'P000394', 'P000396', 'P007111', 'P007241', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1364,
249,E000355,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000367', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007192', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1367,
250,E000268,habitation,0,6,20294.061070636693,94.86308667724003,1.0,0.9448559807088347,0.05907514409531214,0.052315984304108186,0.7142857142857143,0.3066572740802668,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007696', 'P007982']","['P006457', 'P003569', 'P007696']",20294.061070636693,94.86308667724003,3382.343511772782,15.810514446206673,334085.28630294645,1548.7171821386464,1373,
251,E000197,habitation,0,4,5640.68949834416,22.56275799337664,1.0,0.9456493863947998,0.024629708939360714,0.018664681928203936,0.42857142857142855,0.08523471273072006,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000748', 'P005100', 'P007111', 'P007763', 'P007982', 'P008001', 'P008003', 'P008004']","['P000748', 'P007763']",5640.68949834416,22.56275799337664,1410.17237458604,5.64068949834416,339725.9758012906,1571.279940132023,1377,
252,E000346,habitation,0,7,29629.469897401767,147.87819851470985,1.0,0.9460645123161235,0.07392867432908995,0.06990279013137095,0.8571428571428571,0.4477217467492073,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P006712', 'P007111', 'P007699', 'P007982']","['P006712', 'P007699', 'P003802', 'P003870']",29629.469897401767,147.87819851470985,4232.7814139145385,21.125456930672836,369355.44569869235,1719.1581386467328,1384,
253,E000322,habitation,0,5,5619.42634442935,22.4777053777174,1.0,0.9124089087907821,0.01962949179317171,0.014875458806024736,0.5714285714285714,0.08491341179468911,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P006712', 'P007111', 'P007602', 'P007982']",['P007602'],5619.42634442935,22.4777053777174,1123.8852688858701,4.49554107554348,374974.8720431217,1741.6358440244503,1389,
254,E000111,habitation,0,5,13420.373244887322,55.59281773692445,1.0,0.9498461331096015,0.0468793592664428,0.036790617914951924,0.5714285714285714,0.2027911053432035,1.0,"['P000020', 'P000160', 'P000348', 'P005770', 'P007111', 'P007813', 'P007983', 'P007985']","['P005770', 'P007813', 'P007985']",13420.373244887322,55.59281773692445,2684.074648977464,11.118563547384891,388395.24528800906,1797.2286617613747,1394,
255,E000368,habitation,0,8,41667.993774638955,216.40473527125647,1.0,0.9534950384963432,0.09097031125873142,0.08950868401772678,1.0,0.6296321540991315,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007609', 'P007982', 'P008033']","['P008033', 'P006950', 'P004284', 'P004282', 'P007609']",41667.99377463896,216.40473527125644,5208.49922182987,27.050591908907055,430063.23906264803,2013.6333970326311,1402,
256,E000359,habitation,0,4,8465.104710900921,33.86041884360368,1.0,0.9613538552638182,0.03696233682635867,0.028010491796133668,0.42857142857142855,0.12791357660812736,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P003881', 'P006712', 'P007111', 'P007637', 'P007982']","['P003881', 'P007637']",8465.104710900921,33.86041884360368,2116.2761777252304,8.46510471090092,438528.34377354896,2047.4938158762347,1406,
257,E000267,habitation,0,4,8056.301056853166,44.757228093628704,1.0,0.9621908777931216,0.035177321888823276,0.03702470356686364,0.42857142857142855,0.12173627115171856,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007777', 'P007982']",['P007777'],8056.301056853166,44.757228093628704,2014.0752642132916,11.189307023407176,446584.6448304021,2092.2510439698635,1410,
258,E000144,habitation,0,6,24451.7222064236,121.879570006331,1.0,0.9640802264434002,0.07117791789899741,0.06721528778772581,0.7142857142857143,0.3694824043492711,1.0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005117', 'P007111', 'P007737', 'P007982', 'P008002', 'P008006']","['P008006', 'P008002', 'P007737']",24451.7222064236,121.879570006331,4075.2870344039334,20.313261667721832,471036.3670368257,2214.1306139761946,1416,
259,E000367,habitation,0,3,3565.844468595045,14.26337787438018,1.0,0.9674970699470336,0.0207600415777319,0.015732202675177543,0.2857142857142857,0.053882371829250014,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007564', 'P007982', 'P008033']",['P007564'],3565.844468595045,14.26337787438018,1188.614822865015,4.754459291460059,474602.21150542074,2228.393991850575,1419,
260,E000004,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000308', 'P000378', 'P007111', 'P007393', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1421,
261,E000009,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000352', 'P007111', 'P007286', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1423,
262,E000019,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000170', 'P000241', 'P007111', 'P007215', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1425,
263,E000023,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000241', 'P000298', 'P007111', 'P007122', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1427,
264,E000039,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000015', 'P000020', 'P000160', 'P000348', 'P007111', 'P007193', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1429,
265,E000040,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000160', 'P000187', 'P000308', 'P007111', 'P007239', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1431,
266,E000041,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000160', 'P000187', 'P000308', 'P007111', 'P007226', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1433,
267,E000058,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007315', 'P007983', 'P007986']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1435,
268,E000071,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000020', 'P000160', 'P000306', 'P000348', 'P007111', 'P007322', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1437,
269,E000077,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007298', 'P007983']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1439,
270,E000084,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000126', 'P000181', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007283', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1441,
271,E000097,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000103', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007142', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1443,
272,E000113,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000181', 'P000256', 'P000299', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007182', 'P007982', 'P007993']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1445,
273,E000130,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000009', 'P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000323', 'P000326', 'P000394', 'P007111', 'P007370', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1447,
274,E000139,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007204', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1449,
275,E000155,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007327', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1451,
276,E000158,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P007111', 'P007380', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1453,
277,E000186,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000372', 'P000394', 'P007111', 'P007410', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1455,
278,E000190,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007220', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1457,
279,E000202,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007208', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1459,
280,E000205,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007202', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1461,
281,E000207,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007139', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1463,
282,E000249,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007118', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1465,
283,E000255,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000240', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007386', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1467,
284,E000263,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007363', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1469,
285,E000273,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000264', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007228', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1471,
286,E000277,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007377', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1473,
287,E000306,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007250', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1475,
288,E000309,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007373', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1477,
289,E000319,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000376', 'P000380', 'P000394', 'P007111', 'P007385', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1479,
290,E000328,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000310', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007147', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1481,
291,E000332,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007242', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1483,
292,E000341,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000393', 'P000394', 'P007111', 'P007282', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1485,
293,E000342,habitation,0,2,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.14285714285714285,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000371', 'P000372', 'P000380', 'P000394', 'P007111', 'P007223', 'P007982']",[],0.0,0.0,0.0,0.0,474602.21150542074,2228.393991850575,1487,
