etape,id_batiment,type_batiment,prises,cost_cur,time_cur_h,cost_per_prise,time_per_prise,is_uninhabited,infrastructures
353,E000301,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P003202', 'P005726', 'P007111', 'P007597', 'P007982', 'P007994']"
354,E000368,habitation,8,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007609', 'P007982', 'P008033']"
355,E000367,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P004284', 'P006950', 'P007111', 'P007564', 'P007982', 'P008033']"
356,E000360,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P006950', 'P007111', 'P007528', 'P007982', 'P008033']"
357,E000372,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007610', 'P007982', 'P008033']"
358,E000369,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004269', 'P004271', 'P006950', 'P007111', 'P007507', 'P007982', 'P008033']"
359,E000067,habitation,4,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000348', 'P002851', 'P006193', 'P007111', 'P007624', 'P007983']"
360,E000109,habitation,6,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007572', 'P007982', 'P007991', 'P007997']"
361,E000108,habitation,6,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007476', 'P007982', 'P007991', 'P007997']"
362,E000361,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004271', 'P006950', 'P007111', 'P007529', 'P007982', 'P008033']"
363,E000198,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007695', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008014']"
364,E000366,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P003881', 'P003903', 'P006712', 'P007111', 'P007478', 'P007982']"
365,E000379,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004251', 'P004257', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007766', 'P007982', 'P008033']"
366,E000375,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004257', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007768', 'P007982', 'P008033']"
367,E000178,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000750', 'P005100', 'P007111', 'P007727', 'P007982', 'P008001', 'P008003', 'P008004']"
368,E000188,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P002445', 'P005915', 'P007111', 'P007764', 'P007982']"
369,E000110,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007554', 'P007982', 'P007991', 'P007998']"
370,E000325,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P003934', 'P006709', 'P007111', 'P007552', 'P007982', 'P008025', 'P008029']"
371,E000326,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P006709', 'P007111', 'P007715', 'P007982', 'P008025', 'P008029', 'P008030']"
372,E000193,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007607', 'P007982', 'P008001', 'P008005', 'P008008', 'P008022', 'P008026']"
373,E000175,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007595', 'P007982', 'P008001', 'P008005', 'P008008', 'P008022']"
374,E000174,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007785', 'P007982', 'P008001', 'P008005', 'P008008', 'P008021']"
375,E000161,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000604', 'P000719', 'P000732', 'P005100', 'P007111', 'P007580', 'P007982', 'P008001', 'P008005', 'P008009']"
376,E000185,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P002717', 'P006106', 'P007111', 'P007565', 'P007982']"
377,E000257,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P005193', 'P007111', 'P007648', 'P007982', 'P007992', 'P008001']"
378,E000176,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007562', 'P007982', 'P008001', 'P008005', 'P008009', 'P008015', 'P008023']"
379,E000177,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007566', 'P007982', 'P008001', 'P008005', 'P008009', 'P008015', 'P008024']"
380,E000183,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P005000', 'P007111', 'P007530', 'P007982', 'P008027']"
381,E000003,habitation,1,0.0,0.0,0.0,0.0,0,"['P007111', 'P007113', 'P007823', 'P007984']"
